,Survived,Pclass,Age,Relatives,Male,Embarked_C,Embarked_Q,Embarked_S
710,0.0,0.0,0.7185222417692889,0.0,1.0,0.0,0.0,1.0
711,1.0,0.0,0.5978889168132697,0.1,1.0,0.0,0.0,1.0
712,0.0,1.0,0.35913546117114853,0.0,1.0,0.0,0.0,1.0
713,0.0,0.5,0.648152802211611,0.0,1.0,0.0,0.0,1.0
714,0.0,1.0,0.2334757476752953,0.0,1.0,0.0,0.0,1.0
715,1.0,0.0,0.4722292033174164,0.0,0.0,1.0,0.0,0.0
716,1.0,0.5,0.33400351847197784,0.0,0.0,0.0,0.0,1.0
717,0.0,1.0,0.5953757225433526,0.0,1.0,0.0,1.0,0.0
718,0.0,1.0,0.4093993465694898,0.0,1.0,0.0,0.0,1.0
719,1.0,0.5,0.0701181201306861,0.1,0.0,0.0,0.0,1.0
720,0.0,1.0,0.20834380497612465,0.1,1.0,0.0,0.0,1.0
721,0.0,0.5,0.4219653179190751,0.0,1.0,0.0,0.0,1.0
722,0.0,0.5,0.6230208595124404,0.0,1.0,0.0,0.0,1.0
723,1.0,0.0,0.33400351847197784,0.1,1.0,0.0,0.0,1.0
724,0.0,1.0,0.24604171902488062,0.0,1.0,0.0,0.0,1.0
725,1.0,0.5,0.37170143252073384,0.30000000000000004,0.0,0.0,0.0,1.0
726,1.0,1.0,0.21588338778587585,0.0,0.0,0.0,1.0,0.0
727,0.0,0.5,0.3088715757728072,0.1,1.0,0.0,0.0,1.0
728,0.0,1.0,0.3088715757728072,0.1,0.0,0.0,0.0,1.0
729,1.0,0.0,0.35913546117114853,0.0,0.0,0.0,0.0,1.0
730,0.0,1.0,0.1329479768786127,0.0,1.0,1.0,0.0,0.0
731,0.0,0.5,0.4219653179190751,0.0,1.0,0.0,0.0,1.0
732,0.0,0.5,0.2837396330736366,0.0,1.0,0.0,0.0,1.0
733,0.0,0.5,0.2837396330736366,0.0,1.0,0.0,0.0,1.0
734,0.0,1.0,0.35285247549635584,0.0,1.0,0.0,0.0,1.0
735,0.0,1.0,0.5978889168132697,0.4,0.0,0.0,0.0,1.0
736,1.0,0.0,0.4345312892686604,0.0,1.0,1.0,0.0,0.0
737,0.0,1.0,0.35913546117114853,0.0,1.0,0.0,0.0,1.0
738,0.0,1.0,0.35913546117114853,0.0,1.0,0.0,0.0,1.0
739,1.0,0.0,0.5853229454636844,0.0,1.0,0.0,0.0,1.0
740,0.0,0.0,0.4470972606182458,0.1,1.0,0.0,0.0,1.0
741,1.0,0.0,0.2586076903744659,0.4,0.0,1.0,0.0,0.0
742,0.0,1.0,0.2963056044232219,0.1,1.0,0.0,0.0,1.0
743,1.0,1.0,0.38426740387031916,0.0,1.0,0.0,0.0,1.0
744,0.0,0.0,0.8743402865041467,0.2,1.0,0.0,0.0,1.0
745,0.0,1.0,0.19577783362653933,0.2,1.0,0.0,0.0,1.0
746,1.0,0.5,0.37170143252073384,0.0,0.0,0.0,0.0,1.0
747,0.0,0.0,0.2334757476752953,0.1,1.0,0.0,0.0,1.0
748,0.0,1.0,0.38426740387031916,0.0,1.0,0.0,1.0,0.0
749,1.0,0.5,0.04498617743151546,0.2,0.0,0.0,0.0,1.0
750,1.0,1.0,0.0701181201306861,0.1,1.0,0.0,0.0,1.0
751,0.0,1.0,0.4093993465694898,0.0,1.0,0.0,0.0,1.0
752,0.0,1.0,0.2837396330736366,0.0,1.0,0.0,0.0,1.0
753,1.0,0.5,0.5978889168132697,0.30000000000000004,0.0,0.0,0.0,1.0
754,1.0,0.5,0.003141492837396331,0.2,1.0,0.0,0.0,1.0
755,0.0,1.0,0.34656948982156316,0.0,1.0,0.0,0.0,1.0
756,0.0,0.5,0.22090977632571,0.0,1.0,0.0,0.0,1.0
757,0.0,1.0,0.4219653179190751,0.0,1.0,0.0,0.0,1.0
758,1.0,0.0,0.4093993465694898,0.0,0.0,0.0,0.0,1.0
759,0.0,1.0,0.2648906760492586,0.0,1.0,0.0,0.0,1.0
760,0.0,1.0,0.5099271173661725,0.0,1.0,0.0,0.0,1.0
761,1.0,1.0,0.24604171902488062,0.0,1.0,1.0,0.0,0.0
762,1.0,0.0,0.4470972606182458,0.30000000000000004,0.0,0.0,0.0,1.0
763,0.0,1.0,0.19577783362653933,0.0,1.0,0.0,0.0,1.0
764,1.0,0.0,0.6355868308620256,0.1,0.0,0.0,0.0,1.0
765,0.0,0.0,0.728575018848957,0.0,1.0,1.0,0.0,0.0
766,0.0,1.0,0.3779844181955265,0.0,0.0,0.0,1.0,0.0
767,0.0,1.0,0.5325458657954261,0.1,1.0,0.0,1.0,0.0
768,0.0,1.0,0.39683337521990447,0.0,1.0,0.0,0.0,1.0
769,0.0,1.0,0.2963056044232219,0.0,1.0,0.0,0.0,1.0
770,0.0,1.0,0.5978889168132697,0.0,1.0,0.0,0.0,1.0
771,0.0,0.5,0.7109826589595376,0.0,0.0,0.0,0.0,1.0
772,0.0,1.0,0.40688615229957276,0.0,1.0,1.0,0.0,0.0
773,1.0,0.5,0.6732847449107816,0.4,0.0,0.0,0.0,1.0
774,0.0,1.0,0.22090977632571,0.0,1.0,0.0,0.0,1.0
775,0.0,1.0,0.5953757225433526,0.0,1.0,0.0,1.0,0.0
776,1.0,1.0,0.05755214878110078,0.0,0.0,0.0,0.0,1.0
777,0.0,1.0,0.4697160090474993,0.0,1.0,0.0,1.0,0.0
778,1.0,0.0,0.5350590600653431,0.1,0.0,0.0,0.0,1.0
779,1.0,1.0,0.15807991957778336,0.0,0.0,1.0,0.0,0.0
780,1.0,0.0,0.20834380497612465,0.1,0.0,0.0,0.0,1.0
781,0.0,0.0,0.35913546117114853,0.0,1.0,0.0,0.0,1.0
782,0.0,1.0,0.29881879869313893,0.30000000000000004,1.0,0.0,0.0,1.0
783,0.0,1.0,0.3088715757728072,0.0,1.0,0.0,0.0,1.0
784,0.0,1.0,0.3088715757728072,0.0,1.0,0.0,0.0,1.0
785,1.0,1.0,0.22090977632571,0.0,0.0,0.0,0.0,1.0
786,0.0,1.0,0.09525006282985675,0.5,1.0,0.0,1.0,0.0
787,1.0,1.0,0.007288263382759488,0.30000000000000004,1.0,0.0,0.0,1.0
788,0.0,0.0,0.5727569741140991,0.0,1.0,1.0,0.0,0.0
789,0.0,1.0,0.5953757225433526,0.0,1.0,0.0,1.0,0.0
790,0.0,0.5,0.19577783362653933,0.0,1.0,0.0,0.0,1.0
791,0.0,1.0,0.19075144508670522,1.0,0.0,0.0,0.0,1.0
792,0.0,0.0,0.6355868308620256,0.0,1.0,1.0,0.0,0.0
793,0.0,1.0,0.3088715757728072,0.0,1.0,0.0,0.0,1.0
794,0.0,0.5,0.4847951746670017,0.0,1.0,0.0,0.0,1.0
795,1.0,0.0,0.610454888162855,0.0,0.0,0.0,0.0,1.0
796,1.0,1.0,0.38426740387031916,0.0,0.0,0.0,0.0,1.0
797,0.0,1.0,0.37170143252073384,0.0,1.0,1.0,0.0,0.0
798,0.0,1.0,0.37170143252073384,0.2,0.0,0.0,0.0,1.0
799,0.0,0.5,0.4219653179190751,0.0,1.0,0.0,0.0,1.0
800,1.0,0.5,0.38426740387031916,0.2,0.0,0.0,0.0,1.0
801,1.0,0.0,0.1329479768786127,0.30000000000000004,1.0,0.0,0.0,1.0
802,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.0
803,1.0,1.0,0.33400351847197784,0.0,1.0,0.0,0.0,1.0
804,0.0,1.0,0.38426740387031916,0.0,1.0,0.0,0.0,1.0
805,0.0,0.0,0.4847951746670017,0.0,1.0,0.0,0.0,1.0
806,0.0,1.0,0.22090977632571,0.0,0.0,0.0,0.0,1.0
807,0.0,0.5,0.4847951746670017,0.0,1.0,0.0,0.0,1.0
808,1.0,0.0,0.4093993465694898,0.1,0.0,0.0,0.0,1.0
809,0.0,1.0,0.32143754712239253,0.0,1.0,0.0,0.0,1.0
810,0.0,1.0,0.4847951746670017,0.0,1.0,0.0,0.0,1.0
811,0.0,0.5,0.4345312892686604,0.0,1.0,0.0,0.0,1.0
812,0.0,1.0,0.0701181201306861,0.6000000000000001,0.0,0.0,0.0,1.0
813,0.0,1.0,0.3779844181955265,0.0,1.0,0.0,0.0,1.0
814,0.0,0.0,0.4898215632068359,0.0,1.0,0.0,0.0,1.0
815,0.0,1.0,0.2837396330736366,0.0,0.0,0.0,0.0,1.0
816,0.0,0.5,0.38426740387031916,0.2,1.0,1.0,0.0,0.0
817,0.0,1.0,0.5350590600653431,0.0,1.0,0.0,0.0,1.0
818,0.0,1.0,0.12038200552902739,0.5,1.0,0.0,0.0,1.0
819,1.0,0.0,0.648152802211611,0.2,0.0,0.0,0.0,1.0
820,1.0,1.0,0.33400351847197784,0.0,1.0,0.0,0.0,1.0
821,0.0,0.0,0.4722292033174164,0.0,1.0,0.0,0.0,1.0
822,1.0,1.0,0.33400351847197784,0.1,0.0,0.0,0.0,1.0
823,0.0,1.0,0.01985423473234481,0.5,1.0,0.0,0.0,1.0
824,0.0,1.0,0.41568233224428247,0.0,1.0,0.0,1.0,0.0
825,0.0,1.0,0.35787886403618996,0.0,1.0,0.0,0.0,1.0
826,1.0,0.5,0.007288263382759488,0.2,1.0,1.0,0.0,0.0
827,1.0,1.0,0.34531289268660464,0.0,1.0,0.0,1.0,0.0
828,1.0,1.0,0.18321186227695402,0.1,0.0,1.0,0.0,0.0
829,1.0,0.5,0.005152048253329982,0.2,1.0,0.0,0.0,1.0
830,0.0,1.0,0.3189243528524755,0.0,1.0,1.0,0.0,0.0
831,0.0,1.0,0.2837396330736366,0.0,1.0,0.0,0.0,1.0
832,0.0,1.0,0.22090977632571,0.0,1.0,0.0,0.0,1.0
833,1.0,0.0,0.4847951746670017,0.2,0.0,1.0,0.0,0.0
834,0.0,1.0,0.2586076903744659,0.0,1.0,0.0,0.0,1.0
835,0.0,1.0,0.4772555918572506,0.0,1.0,0.0,0.0,1.0
836,1.0,1.0,0.39683337521990447,0.0,1.0,0.0,0.0,1.0
837,1.0,0.0,0.4697160090474993,0.0,1.0,1.0,0.0,0.0
838,0.0,1.0,0.24604171902488062,0.0,1.0,0.0,0.0,1.0
839,0.0,0.5,0.19577783362653933,0.0,1.0,0.0,0.0,1.0
840,1.0,0.0,0.37170143252073384,0.0,0.0,1.0,0.0,0.0
841,0.0,1.0,0.4282483035938678,0.0,1.0,1.0,0.0,0.0
842,0.0,1.0,0.20834380497612465,0.0,1.0,0.0,0.0,1.0
843,0.0,1.0,0.5224930887157577,0.0,1.0,0.0,0.0,1.0
844,0.0,1.0,0.105302839909525,1.0,1.0,0.0,0.0,1.0
845,0.0,1.0,0.4345312892686604,0.0,1.0,1.0,0.0,0.0
846,0.0,0.5,0.34656948982156316,0.1,1.0,0.0,0.0,1.0
847,1.0,0.0,0.572756974114099,0.1,0.0,1.0,0.0,0.0
848,0.0,1.0,0.04498617743151546,0.6000000000000001,1.0,0.0,0.0,1.0
849,0.0,1.0,0.9246041719024881,0.0,1.0,0.0,0.0,1.0
850,0.0,1.0,0.10781603417944208,0.2,0.0,1.0,0.0,0.0
851,1.0,0.0,0.19577783362653933,0.1,0.0,0.0,0.0,1.0
852,0.0,0.5,0.5476250314149284,0.1,0.0,0.0,0.0,1.0
853,1.0,1.0,0.22090977632571,0.1,0.0,0.0,0.0,1.0
854,1.0,0.0,0.5601910027645137,0.2,0.0,0.0,0.0,1.0
855,1.0,0.0,0.6355868308620256,0.0,1.0,0.0,0.0,1.0
856,1.0,1.0,0.2963056044232219,0.30000000000000004,0.0,1.0,0.0,0.0
857,0.0,1.0,0.3189243528524755,0.0,1.0,1.0,0.0,0.0
858,0.0,1.0,0.5099271173661725,0.2,1.0,0.0,0.0,1.0
859,0.0,0.5,0.2586076903744659,0.1,1.0,0.0,0.0,1.0
860,1.0,0.0,0.5978889168132697,0.0,0.0,0.0,0.0,1.0
861,0.0,1.0,0.19075144508670522,1.0,0.0,0.0,0.0,1.0
862,0.0,0.5,0.2963056044232219,0.0,1.0,0.0,0.0,1.0
863,1.0,0.5,0.5224930887157577,0.0,0.0,0.0,0.0,1.0
864,1.0,0.5,0.33400351847197784,0.1,0.0,1.0,0.0,0.0
865,0.0,0.0,0.38426740387031916,0.0,1.0,0.0,0.0,1.0
866,0.0,1.0,0.3088715757728072,0.0,1.0,0.0,0.0,1.0
867,1.0,1.0,0.04498617743151546,0.2,1.0,0.0,0.0,1.0
868,0.0,1.0,0.32143754712239253,0.0,1.0,0.0,0.0,1.0
869,1.0,0.0,0.5853229454636844,0.2,0.0,0.0,0.0,1.0
870,0.0,0.0,0.4093993465694898,0.0,1.0,0.0,0.0,1.0
871,0.0,1.0,0.5853229454636844,0.0,1.0,0.0,0.0,1.0
872,1.0,0.5,0.34656948982156316,0.1,0.0,1.0,0.0,0.0
873,1.0,1.0,0.18321186227695402,0.0,0.0,1.0,0.0,0.0
874,0.0,1.0,0.24604171902488062,0.0,1.0,0.0,0.0,1.0
875,0.0,1.0,0.2334757476752953,0.0,1.0,0.0,0.0,1.0
876,0.0,1.0,0.35913546117114853,0.0,1.0,0.0,0.0,1.0
877,1.0,0.0,0.6984166876099522,0.1,0.0,1.0,0.0,0.0
878,1.0,0.5,0.3088715757728072,0.1,0.0,0.0,0.0,1.0
879,0.0,1.0,0.4093993465694898,0.0,1.0,0.0,0.0,1.0
880,0.0,1.0,0.2711736617240512,0.0,0.0,0.0,0.0,1.0
881,0.0,0.5,0.34656948982156316,0.0,1.0,0.0,0.0,1.0
882,0.0,1.0,0.3088715757728072,0.0,1.0,0.0,0.0,1.0
883,0.0,1.0,0.4847951746670017,0.5,0.0,0.0,1.0,0.0
884,0.0,0.5,0.33400351847197784,0.0,1.0,0.0,0.0,1.0
885,1.0,0.0,0.2334757476752953,0.0,0.0,0.0,0.0,1.0
886,0.0,1.0,0.1957778336265393,0.30000000000000004,0.0,0.0,0.0,1.0
887,1.0,0.0,0.32143754712239253,0.0,1.0,1.0,0.0,0.0
888,0.0,1.0,0.39683337521990447,0.0,1.0,0.0,1.0,0.0
